date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:19:41	2332/2332	------	200	untouched ('')	text/xml	date:Fri,%2020%20May%202016%2005:49:23%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Fquienes-somos-2%2F&format=xml	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embed6090	(from http://museopedrodeosma.org/en/quienes-somos-2/)
01:19:41	0/0	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:49:30%20GMT	http://museopedrodeosma.org/es/quienes-somos-2/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/es/quienes-somos-2/index.html	(from http://museopedrodeosma.org/en/quienes-somos-2/)
01:19:41	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20May%202016%2005:49:31%20GMT	http://museopedrodeosma.org/en/?p=43	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/index4170.html	(from http://museopedrodeosma.org/en/visitanos/)
01:19:41	2269/2269	------	200	untouched ('')	application/json	date:Fri,%2020%20May%202016%2005:49:28%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Fvisitanos%2F	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embed9c84.json	(from http://museopedrodeosma.org/en/visitanos/)
01:19:41	2332/2332	------	200	untouched ('')	text/xml	date:Fri,%2020%20May%202016%2005:49:30%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Fvisitanos%2F&format=xml	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embedd688	(from http://museopedrodeosma.org/en/visitanos/)
01:19:41	0/0	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:49:32%20GMT	http://museopedrodeosma.org/es/visitanos/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/es/visitanos/index.html	(from http://museopedrodeosma.org/en/visitanos/)
01:19:41	41226/41226	------	200	untouched ('OK')	text/html	date:Fri,%2020%20May%202016%2005:49:33%20GMT	http://museopedrodeosma.org/visitanos/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/visitanos/index.html	(from http://museopedrodeosma.org/en/visitanos/)
01:19:41	0/0	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:49:48%20GMT	http://museopedrodeosma.org/educacion/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/educacion/index.html	(from http://museopedrodeosma.org/en/visitanos/)
01:19:41	0/0	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:49:48%20GMT	http://museopedrodeosma.org/familias/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/familias/index.html	(from http://museopedrodeosma.org/en/visitanos/)
01:19:41	0/0	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:49:49%20GMT	http://museopedrodeosma.org/adulto-mayor/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/adulto-mayor/index.html	(from http://museopedrodeosma.org/en/visitanos/)
01:19:41	0/0	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:49:49%20GMT	http://museopedrodeosma.org/audio-guias/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/audio-guias/index.html	(from http://museopedrodeosma.org/en/visitanos/)
01:19:41	0/0	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:49:50%20GMT	http://museopedrodeosma.org/recursos-educativos/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/recursos-educativos/index.html	(from http://museopedrodeosma.org/en/visitanos/)
01:19:41	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20May%202016%2005:49:50%20GMT	http://museopedrodeosma.org/en/?p=1333	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/indexdf39.html	(from http://museopedrodeosma.org/en/audio-guias/)
01:19:41	2280/2280	------	200	untouched ('')	application/json	date:Fri,%2020%20May%202016%2005:49:46%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Faudio-guias%2F	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embed4aa8.json	(from http://museopedrodeosma.org/en/audio-guias/)
01:19:41	2342/2342	------	200	untouched ('')	text/xml	date:Fri,%2020%20May%202016%2005:49:48%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Faudio-guias%2F&format=xml	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embed884f	(from http://museopedrodeosma.org/en/audio-guias/)
01:19:41	0/0	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:49:51%20GMT	http://museopedrodeosma.org/es/audio-guias/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/es/audio-guias/index.html	(from http://museopedrodeosma.org/en/audio-guias/)
